source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	Cluster	-log10(p_value)
GO:BP	GO:0006753	nucleoside phosphate metabolic process	1.779083090816778e-30	True	"""The chemical reactions and pathways involving any phosphorylated nucleoside."" [GOC:mah]"	359	1705	103	21925	0.06041055718475073	0.28690807799442897	query_1	['GO:0006796', 'GO:0019637', 'GO:0055086']	16hr_60S_down	29.749803768025952
GO:BP	GO:0009058	biosynthetic process	3.8181553314418026e-27	True	"""A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones."" [GOC:curators, ISBN:0198547684]"	7344	1705	785	21925	0.4604105571847507	0.10688997821350762	query_1	['GO:0008152']	16hr_60S_down	26.418146407473046
GO:BP	GO:0009117	nucleotide metabolic process	1.506289206746334e-23	True	"""The chemical reactions and pathways involving a nucleotide, a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the glycose moiety; may be mono-, di- or triphosphate; this definition includes cyclic nucleotides (nucleoside cyclic phosphates)."" [GOC:ma]"	266	1705	78	21925	0.04574780058651026	0.2932330827067669	query_1	['GO:0006753']	16hr_60S_down	22.82209163581418
GO:BP	GO:0015979	photosynthesis	2.9646792922325385e-23	True	"""The synthesis by organisms of organic chemical compounds, especially carbohydrates, from carbon dioxide (CO2) using energy obtained from light rather than from the oxidation of chemical compounds."" [ISBN:0198547684]"	281	1705	80	21925	0.0469208211143695	0.2846975088967972	query_1	['GO:0008152']	16hr_60S_down	22.528022280089573
GO:BP	GO:0009056	catabolic process	4.2483550166101456e-23	True	"""A cellular process consisting of the biochemical pathways by which a living organism breaks down substances. This includes the breakdown of carbon compounds with the liberation of energy for use by the cell or organism."" [ISBN:0198547684]"	1378	1705	218	21925	0.1278592375366569	0.15820029027576196	query_1	['GO:0008152']	16hr_60S_down	22.37177919830313
GO:BP	GO:0044272	sulfur compound biosynthetic process	6.976196701202211e-22	True	"""The chemical reactions and pathways resulting in the formation of compounds that contain sulfur, such as the amino acids methionine and cysteine or the tripeptide glutathione."" [GOC:jl]"	175	1705	60	21925	0.03519061583577713	0.34285714285714286	query_1	['GO:0006790', 'GO:0009058']	16hr_60S_down	21.156381282513227
GO:BP	GO:0044238	primary metabolic process	8.148602684907345e-22	True	"""The chemical reactions and pathways involving those compounds which are formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [GOC:go_curators]"	10881	1705	1044	21925	0.612316715542522	0.09594706368899918	query_1	['GO:0008152']	16hr_60S_down	21.088916857304437
GO:BP	GO:0006091	generation of precursor metabolites and energy	1.4574747767004976e-21	True	"""The chemical reactions and pathways resulting in the formation of precursor metabolites, substances from which energy is derived, and any process involved in the liberation of energy from these substances."" [GOC:jl]"	462	1705	104	21925	0.06099706744868035	0.22510822510822512	query_1	['GO:0008152']	16hr_60S_down	20.836398952476035
GO:BP	GO:0009266	response to temperature stimulus	1.6113172307980858e-21	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a temperature stimulus."" [GOC:hb]"	644	1705	128	21925	0.0750733137829912	0.19875776397515527	query_1	['GO:0009628']	16hr_60S_down	20.792818948704184
GO:BP	GO:0046148	pigment biosynthetic process	1.7247453624291505e-21	True	"""The chemical reactions and pathways resulting in the formation of a pigment, any general or particular coloring matter in living organisms, e.g. melanin."" [ISBN:0198506732]"	146	1705	54	21925	0.03167155425219941	0.3698630136986301	query_1	['GO:0042440']	16hr_60S_down	20.763275014129817
GO:BP	GO:0072524	pyridine-containing compound metabolic process	2.707218505760612e-21	True	"""The chemical reactions and pathways involving a pyridine-containing compound, i.e. any compound that contains pyridine or a formal derivative thereof."" [GOC:mah]"	127	1705	50	21925	0.02932551319648094	0.3937007874015748	query_1	['GO:0008152']	16hr_60S_down	20.56747668991979
GO:BP	GO:0046496	nicotinamide nucleotide metabolic process	5.165519733945187e-21	True	"""The chemical reactions and pathways involving nicotinamide nucleotides, any nucleotide that contains combined nicotinamide."" [ISBN:0198506732]"	114	1705	47	21925	0.02756598240469208	0.41228070175438597	query_1	['GO:0019362']	16hr_60S_down	20.286885974971337
GO:BP	GO:0019362	pyridine nucleotide metabolic process	1.2237155698294274e-20	True	"""The chemical reactions and pathways involving a pyridine nucleotide, a nucleotide characterized by a pyridine derivative as a nitrogen base."" [GOC:jl]"	116	1705	47	21925	0.02756598240469208	0.4051724137931034	query_1	['GO:0009117', 'GO:0072524']	16hr_60S_down	19.912319514223285
GO:BP	GO:0006457	protein folding	1.4261669267330276e-20	True	"""The process of assisting in the covalent and noncovalent assembly of single chain polypeptides or multisubunit complexes into the correct tertiary structure."" [GOC:go_curators, GOC:rb]"	152	1705	54	21925	0.03167155425219941	0.35526315789473684	query_1	['GO:0009987', 'GO:0051604']	16hr_60S_down	19.845829639199277
GO:BP	GO:0015994	chlorophyll metabolic process	2.6938778214747063e-20	True	"""The chemical reactions and pathways involving chlorophyll, any compound of magnesium complexed in a porphyrin (tetrapyrrole) ring and which functions as a photosynthetic pigment."" [GOC:jl]"	90	1705	41	21925	0.02404692082111437	0.45555555555555555	query_1	['GO:0006778']	16hr_60S_down	19.569622105221274
GO:BP	GO:0009628	response to abiotic stimulus	3.542157421952619e-20	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus."" [GOC:hb]"	2131	1705	288	21925	0.1689149560117302	0.1351478179258564	query_1	['GO:0050896']	16hr_60S_down	19.450732141630947
GO:BP	GO:0033013	tetrapyrrole metabolic process	4.884227013183458e-20	True	"""The chemical reactions and pathways involving tetrapyrroles, natural pigments containing four pyrrole rings joined by one-carbon units linking position 2 of one pyrrole ring to position 5 of the next."" [GOC:mah]"	105	1705	44	21925	0.025806451612903226	0.41904761904761906	query_1	['GO:0008152']	16hr_60S_down	19.311204158756297
GO:BP	GO:0072521	purine-containing compound metabolic process	7.85239154609054e-20	True	"""The chemical reactions and pathways involving a purine-containing compound, i.e. any compound that contains purine or a formal derivative thereof."" [GOC:mah]"	264	1705	72	21925	0.04222873900293255	0.2727272727272727	query_1	['GO:0008152']	16hr_60S_down	19.104998053179656
GO:BP	GO:0033014	tetrapyrrole biosynthetic process	8.00669408394375e-20	True	"""The chemical reactions and pathways leading to the formation of tetrapyrroles, natural pigments containing four pyrrole rings joined by one-carbon units linking position 2 of one pyrrole ring to position 5 of the next."" [GOC:mah]"	75	1705	37	21925	0.021700879765395895	0.49333333333333335	query_1	['GO:0009058', 'GO:0033013']	16hr_60S_down	19.0965467644981
GO:BP	GO:0006163	purine nucleotide metabolic process	1.1300474675094283e-19	True	"""The chemical reactions and pathways involving a purine nucleotide, a compound consisting of nucleoside (a purine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]"	204	1705	62	21925	0.03636363636363636	0.30392156862745096	query_1	['GO:0009117', 'GO:0072521']	16hr_60S_down	18.94690331364539
GO:BP	GO:0015995	chlorophyll biosynthetic process	1.5019274255016876e-19	True	"""The chemical reactions and pathways resulting in the formation of chlorophyll, any compound of magnesium complexed in a porphyrin (tetrapyrrole) ring and which functions as a photosynthetic pigment, from less complex precursors."" [GOC:jl]"	64	1705	34	21925	0.01994134897360704	0.53125	query_1	['GO:0006779', 'GO:0015994', 'GO:0046148']	16hr_60S_down	18.823351052328945
GO:BP	GO:0006778	porphyrin-containing compound metabolic process	1.5177423254546595e-19	True	"""The chemical reactions and pathways involving any member of a large group of derivatives or analogs of porphyrin. Porphyrins consists of a ring of four pyrrole nuclei linked each to the next at their alpha positions through a methine group."" [GOC:jl, ISBN:0198506732, Wikipedia:Porphyrin#Natural_formation]"	103	1705	43	21925	0.025219941348973606	0.4174757281553398	query_1	['GO:0033013']	16hr_60S_down	18.818801954482765
GO:BP	GO:0043648	dicarboxylic acid metabolic process	4.736151155107355e-19	True	"""The chemical reactions and pathways involving dicarboxylic acids, any organic acid containing two carboxyl (COOH) groups or anions (COO-)."" [ISBN:0198506732]"	87	1705	39	21925	0.02287390029325513	0.4482758620689655	query_1	['GO:0019752']	16hr_60S_down	18.324574445478238
GO:BP	GO:0009657	plastid organization	7.067264783319869e-19	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a plastid."" [GOC:mah]"	261	1705	70	21925	0.04105571847507331	0.2681992337164751	query_1	['GO:0006996']	16hr_60S_down	18.15074863703104
GO:BP	GO:0006779	porphyrin-containing compound biosynthetic process	9.03388052045196e-19	True	"""The chemical reactions and pathways resulting in the formation of any member of a large group of derivatives or analogs of porphyrin. Porphyrin consists of a ring of four pyrrole nuclei linked each to the next at their alpha positions through a methine group."" [GOC:jl, ISBN:0198506732, Wikipedia:Porphyrin#Natural_formation]"	71	1705	35	21925	0.020527859237536656	0.49295774647887325	query_1	['GO:0006778', 'GO:0033014']	16hr_60S_down	18.044125657592595
GO:BP	GO:0051604	protein maturation	1.1418895290883734e-18	True	"""Any process leading to the attainment of the full functional capacity of a protein."" [GOC:ai]"	244	1705	67	21925	0.03929618768328446	0.27459016393442626	query_1	['GO:0010467', 'GO:0019538']	16hr_60S_down	17.942375909424666
GO:BP	GO:0042440	pigment metabolic process	2.6327270986230158e-18	True	"""The chemical reactions and pathways involving pigment, any general or particular coloring matter in living organisms, e.g. melanin."" [GOC:jl, ISBN:0198506732]"	186	1705	57	21925	0.03343108504398827	0.3064516129032258	query_1	['GO:0008152']	16hr_60S_down	17.57959415635334
GO:BP	GO:0090407	organophosphate biosynthetic process	6.467083081168653e-18	True	"""The chemical reactions and pathways resulting in the biosynthesis of deoxyribose phosphate, the phosphorylated sugar 2-deoxy-erythro-pentose."" [GOC:chem_mtg]"	411	1705	90	21925	0.05278592375366569	0.21897810218978103	query_1	['GO:0009058', 'GO:0019637']	16hr_60S_down	17.189291559733054
GO:BP	GO:0043038	amino acid activation	1.1159558799587912e-17	True	"""The modification of an amino acid to an active form, for incorporation into a peptide, protein or other macromolecule."" [GOC:jl]"	59	1705	31	21925	0.01818181818181818	0.5254237288135594	query_1	['GO:0006520']	16hr_60S_down	16.952352975173714
GO:BP	GO:0043039	tRNA aminoacylation	1.1159558799587912e-17	True	"""The chemical reactions and pathways by which the various amino acids become bonded to their corresponding tRNAs. The most common route for synthesis of aminoacyl tRNA is by the formation of an ester bond between the 3'-hydroxyl group of the most 3' adenosine of the tRNA and the alpha carboxylic acid group of an amino acid, usually catalyzed by the cognate aminoacyl-tRNA ligase. A given aminoacyl-tRNA ligase aminoacylates all species of an isoaccepting group of tRNA molecules."" [GOC:ma, GOC:mah]"	59	1705	31	21925	0.01818181818181818	0.5254237288135594	query_1	['GO:0006399', 'GO:0043038']	16hr_60S_down	16.952352975173714
GO:BP	GO:0006081	aldehyde metabolic process	1.7562359208305497e-17	True	"""The chemical reactions and pathways involving aldehydes, any organic compound with the formula R-CH=O, as carried out by individual cells."" [GOC:go_curators, ISBN:0198506732]"	52	1705	29	21925	0.017008797653958945	0.5576923076923077	query_1	['GO:0008152']	16hr_60S_down	16.755417144333826
GO:BP	GO:0006006	glucose metabolic process	1.0568963718251793e-16	True	"""The chemical reactions and pathways involving glucose, the aldohexose gluco-hexose. D-glucose is dextrorotatory and is sometimes known as dextrose; it is an important source of energy for living organisms and is found free as well as combined in homo- and hetero-oligosaccharides and polysaccharides."" [ISBN:0198506732]"	40	1705	25	21925	0.01466275659824047	0.625	query_1	['GO:0019318']	16hr_60S_down	15.975967592967681
GO:BP	GO:0050896	response to stimulus	1.4857329795336814e-16	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."" [GOC:ai, GOC:bf]"	6001	1705	624	21925	0.3659824046920821	0.10398266955507415	query_1	['GO:0008150']	16hr_60S_down	15.82805923629233
GO:BP	GO:0006418	tRNA aminoacylation for protein translation	2.5613184079133206e-16	True	"""The synthesis of aminoacyl tRNA by the formation of an ester bond between the 3'-hydroxyl group of the most 3' adenosine of the tRNA and the alpha carboxylic acid group of an amino acid, to be used in ribosome-mediated polypeptide synthesis."" [GOC:ma]"	56	1705	29	21925	0.017008797653958945	0.5178571428571429	query_1	['GO:0006412', 'GO:0043039']	16hr_60S_down	15.591536429261307
GO:BP	GO:0005996	monosaccharide metabolic process	3.343027309504305e-16	True	"""The chemical reactions and pathways involving monosaccharides, the simplest carbohydrates. They are polyhydric alcohols containing either an aldehyde or a keto group and between three to ten or more carbon atoms. They form the constitutional repeating units of oligo- and polysaccharides."" [ISBN:0198506732]"	174	1705	52	21925	0.030498533724340176	0.2988505747126437	query_1	['GO:0005975', 'GO:0044281']	16hr_60S_down	15.475860075600497
GO:BP	GO:0009409	response to cold	6.273623342911479e-16	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cold stimulus, a temperature stimulus below the optimal temperature for that organism."" [GOC:lr]"	410	1705	86	21925	0.05043988269794721	0.2097560975609756	query_1	['GO:0006950', 'GO:0009266']	16hr_60S_down	15.202481559117002
GO:BP	GO:0042221	response to chemical	6.6316185180083e-16	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:jl]"	2940	1705	350	21925	0.20527859237536658	0.11904761904761904	query_1	['GO:0050896']	16hr_60S_down	15.178380464407281
