source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	Cluster	-log10(p_value)
GO:BP	GO:0042908	xenobiotic transport	0.004003443137861093	True	"""The directed movement of a xenobiotic into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. A xenobiotic is a compound foreign to the organism exposed to it. It may be synthesized by another organism (like ampicilin) or it can be a synthetic chemical."" [GOC:go_curators, GOC:krc]"	73	67	4	21925	0.05970149253731343	0.0547945205479452	query_1	['GO:0006810']	16hr_60S_up	2.3975663355316157
GO:BP	GO:0034050	symbiont-induced defense-related programmed cell death	0.00754673278638065	True	"""Cell death resulting from activation of endogenous cellular processes after interaction with a symbiont (defined as the smaller of two, or more, organisms engaged in symbiosis, a close interaction encompassing mutualism through parasitism). This can be triggered by direct interaction with the organism, for example, contact with penetrating hyphae of a fungus; or an indirect interaction such as symbiont-secreted molecules."" [GOC:pamgo_curators]"	91	67	4	21925	0.05970149253731343	0.04395604395604396	query_1	['GO:0012501', 'GO:0140546']	16hr_60S_up	2.1222410271723597
GO:BP	GO:0009626	plant-type hypersensitive response	0.00754673278638065	True	"""The rapid, localized death of plant cells in response to invasion by a pathogen."" [ISBN:0582227089]"	90	67	4	21925	0.05970149253731343	0.044444444444444446	query_1	['GO:0033554', 'GO:0034050', 'GO:0045087']	16hr_60S_up	2.1222410271723597
GO:BP	GO:0006979	response to oxidative stress	0.012482296175046922	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:jl, PMID:12115731]"	426	67	7	21925	0.1044776119402985	0.01643192488262911	query_1	['GO:0006950']	16hr_60S_up	1.9037055168630885
GO:BP	GO:0010467	gene expression	0.01537557041731951	True	"""The process in which a gene's sequence is converted into a mature gene product (protein or RNA). This includes the production of an RNA transcript and its processing, as well as translation and maturation for protein-coding genes."" [GOC:txnOH-2018, PMID:25934543, PMID:31580950]"	5284	67	29	21925	0.43283582089552236	0.005488266464799395	query_1	['GO:0009059']	16hr_60S_up	1.8131687633900126
GO:BP	GO:0009605	response to external stimulus	0.016027303205682124	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus."" [GOC:hb]"	1684	67	14	21925	0.208955223880597	0.00831353919239905	query_1	['GO:0050896']	16hr_60S_up	1.7951395469796247
GO:BP	GO:0009628	response to abiotic stimulus	0.017059993653005395	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus."" [GOC:hb]"	2131	67	16	21925	0.23880597014925373	0.007508212106992022	query_1	['GO:0050896']	16hr_60S_up	1.7680211347432464
GO:BP	GO:0071456	cellular response to hypoxia	0.02036775606023163	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level."" [GOC:mah]"	239	67	5	21925	0.07462686567164178	0.02092050209205021	query_1	['GO:0001666', 'GO:0033554', 'GO:0036294']	16hr_60S_up	1.6910568151009528
GO:BP	GO:0050896	response to stimulus	0.02036775606023163	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."" [GOC:ai, GOC:bf]"	6001	67	31	21925	0.4626865671641791	0.005165805699050158	query_1	['GO:0008150']	16hr_60S_up	1.6910568151009528
GO:BP	GO:0000302	response to reactive oxygen species	0.02036775606023163	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a reactive oxygen species stimulus. Reactive oxygen species include singlet oxygen, superoxide, and oxygen free radicals."" [GOC:krc]"	140	67	4	21925	0.05970149253731343	0.02857142857142857	query_1	['GO:0006979', 'GO:1901700']	16hr_60S_up	1.6910568151009528
GO:BP	GO:0036294	cellular response to decreased oxygen levels	0.02036775606023163	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting a decline in the level of oxygen."" [GOC:al]"	241	67	5	21925	0.07462686567164178	0.02074688796680498	query_1	['GO:0036293', 'GO:0071453']	16hr_60S_up	1.6910568151009528
GO:BP	GO:0071453	cellular response to oxygen levels	0.02036775606023163	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of oxygen."" [GOC:mah]"	241	67	5	21925	0.07462686567164178	0.02074688796680498	query_1	['GO:0070482', 'GO:0070887']	16hr_60S_up	1.6910568151009528
GO:BP	GO:0036293	response to decreased oxygen levels	0.025937880299761296	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting a decline in the level of oxygen."" [GOC:al]"	270	67	5	21925	0.07462686567164178	0.018518518518518517	query_1	['GO:0070482']	16hr_60S_up	1.5860655182955623
GO:BP	GO:0043207	response to external biotic stimulus	0.025937880299761296	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external biotic stimulus, an external stimulus caused by, or produced by living things."" [GOC:go_curators]"	1461	67	12	21925	0.1791044776119403	0.008213552361396304	query_1	['GO:0009605', 'GO:0009607']	16hr_60S_up	1.5860655182955623
GO:BP	GO:0051707	response to other organism	0.025937880299761296	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from another living organism."" [GOC:ai]"	1461	67	12	21925	0.1791044776119403	0.008213552361396304	query_1	['GO:0043207', 'GO:0044419']	16hr_60S_up	1.5860655182955623
GO:BP	GO:0001666	response to hypoxia	0.025937880299761296	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level."" [GOC:hjd]"	266	67	5	21925	0.07462686567164178	0.018796992481203006	query_1	['GO:0006950', 'GO:0036293']	16hr_60S_up	1.5860655182955623
GO:BP	GO:0070482	response to oxygen levels	0.025937880299761296	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of oxygen."" [GOC:BHF, GOC:mah]"	271	67	5	21925	0.07462686567164178	0.01845018450184502	query_1	['GO:0009628']	16hr_60S_up	1.5860655182955623
GO:BP	GO:0012501	programmed cell death	0.026390363231552662	True	"""A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."" [GOC:lr, GOC:mtg_apoptosis]"	166	67	4	21925	0.05970149253731343	0.024096385542168676	query_1	['GO:0008219']	16hr_60S_up	1.5785546321985424
GO:BP	GO:0009059	macromolecule biosynthetic process	0.026390363231552662	True	"""The chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]"	5728	67	29	21925	0.43283582089552236	0.005062849162011173	query_1	['GO:0009058', 'GO:0043170']	16hr_60S_up	1.5785546321985424
GO:BP	GO:0044419	biological process involved in interspecies interaction between organisms	0.026390363231552662	True	"""Any process evolved to enable an interaction with an organism of a different species."" [GOC:cc]"	1477	67	12	21925	0.1791044776119403	0.008124576844955992	query_1	['GO:0008150']	16hr_60S_up	1.5785546321985424
GO:BP	GO:0009607	response to biotic stimulus	0.026390363231552662	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a biotic stimulus, a stimulus caused or produced by a living organism."" [GOC:hb]"	1488	67	12	21925	0.1791044776119403	0.008064516129032258	query_1	['GO:0050896']	16hr_60S_up	1.5785546321985424
GO:BP	GO:0098657	import into cell	0.03477438292157611	True	"""The directed movement of some substance from outside of a cell into a cell. This may occur via transport across the plasma membrane or via endocytosis."" [GOC:dos]"	86	67	3	21925	0.04477611940298507	0.03488372093023256	query_1	['GO:0006810']	16hr_60S_up	1.4587405679105294
GO:BP	GO:0009751	response to salicylic acid	0.03564420176594627	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a salicylic acid stimulus."" [GOC:jl]"	185	67	4	21925	0.05970149253731343	0.021621621621621623	query_1	['GO:1901700']	16hr_60S_up	1.4480111066495889
GO:BP	GO:0009058	biosynthetic process	0.03564420176594627	True	"""A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones."" [GOC:curators, ISBN:0198547684]"	7344	67	34	21925	0.5074626865671642	0.004629629629629629	query_1	['GO:0008152']	16hr_60S_up	1.4480111066495889
GO:BP	GO:0008219	cell death	0.03564420176594627	True	"""Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538)."" [GOC:mah, GOC:mtg_apoptosis, PMID:25236395]"	188	67	4	21925	0.05970149253731343	0.02127659574468085	query_1	['GO:0009987']	16hr_60S_up	1.4480111066495889
GO:BP	GO:0010324	membrane invagination	0.0359687958263007	True	"""The infolding of a membrane."" [GOC:tb]"	1	67	1	21925	0.014925373134328358	1.0	query_1	['GO:0061024']	16hr_60S_up	1.4440741013737814
GO:BP	GO:0140115	export across plasma membrane	0.0359687958263007	True	"""The directed movement of some substance from inside of a cell, across the plasma membrane and into the extracellular region."" [GOC:pg]"	93	67	3	21925	0.04477611940298507	0.03225806451612903	query_1	['GO:0055085', 'GO:0140352']	16hr_60S_up	1.4440741013737814
GO:BP	GO:0098739	import across plasma membrane	0.0359687958263007	True	"""The directed movement of some substance from outside of a cell, across the plasma membrane and into the cytosol."" [GOC:dos]"	27	67	2	21925	0.029850746268656716	0.07407407407407407	query_1	['GO:0055085', 'GO:0098657']	16hr_60S_up	1.4440741013737814
GO:BP	GO:0009617	response to bacterium	0.0359687958263007	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a bacterium."" [GOC:hb]"	463	67	6	21925	0.08955223880597014	0.012958963282937365	query_1	['GO:0051707']	16hr_60S_up	1.4440741013737814
GO:BP	GO:0010016	shoot system morphogenesis	0.0359687958263007	True	"""The process in which the anatomical structures of the shoot are generated and organized. The shoot is the part of a seed plant body that is usually above ground."" [GOC:sm, ISBN:0877797099]"	195	67	4	21925	0.05970149253731343	0.020512820512820513	query_1	['GO:0009653', 'GO:0048367']	16hr_60S_up	1.4440741013737814
GO:BP	GO:0140546	defense response to symbiont	0.036045215204547336	True	"""Reactions triggered in response to the presence of a symbiont that act to protect or prevent damage to the host."" [GOC:pg]"	325	67	5	21925	0.07462686567164178	0.015384615384615385	query_1	['GO:0098542']	16hr_60S_up	1.4431523772185604
GO:BP	GO:0006879	intracellular iron ion homeostasis	0.0383334067033311	True	"""A homeostatic process involved in the maintenance of a steady state level of iron ions within a cell."" [GOC:ai, GOC:mah]"	29	67	2	21925	0.029850746268656716	0.06896551724137931	query_1	['GO:0030003', 'GO:0098771']	16hr_60S_up	1.4164225831272332
GO:BP	GO:0009987	cellular process	0.0383334067033311	True	"""Any process that is carried out at the cellular level, but not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators, GOC:isa_complete]"	16591	67	60	21925	0.8955223880597015	0.0036164185401723827	query_1	['GO:0008150']	16hr_60S_up	1.4164225831272332
GO:BP	GO:0006952	defense response	0.03885512604270528	True	"""Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."" [GOC:go_curators]"	1636	67	12	21925	0.1791044776119403	0.007334963325183374	query_1	['GO:0006950']	16hr_60S_up	1.410551677887375
GO:BP	GO:0009628	response to abiotic stimulus	1.134060145547597e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus."" [GOC:hb]"	2131	118	33	21925	0.2796610169491525	0.015485687470671047	query_1	['GO:0050896']	4hr_Monosome_up	4.945363911768728
GO:BP	GO:0006950	response to stress	1.322409813809522e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]"	3733	118	45	21925	0.3813559322033898	0.012054647736405036	query_1	['GO:0050896']	4hr_Monosome_up	4.87863393645755
GO:BP	GO:0042254	ribosome biogenesis	3.2397960120427656e-05	True	"""A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of ribosome subunits; includes transport to the sites of protein synthesis."" [GOC:ma, PMID:26404467, Wikipedia:Ribosome_biogenesis]"	254	118	11	21925	0.09322033898305085	0.04330708661417323	query_1	['GO:0022613']	4hr_Monosome_up	4.489482333507316
GO:BP	GO:0071453	cellular response to oxygen levels	7.848393753122757e-05	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of oxygen."" [GOC:mah]"	241	118	10	21925	0.0847457627118644	0.04149377593360996	query_1	['GO:0070482', 'GO:0070887']	4hr_Monosome_up	4.105219216571186
GO:BP	GO:0036294	cellular response to decreased oxygen levels	7.848393753122757e-05	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting a decline in the level of oxygen."" [GOC:al]"	241	118	10	21925	0.0847457627118644	0.04149377593360996	query_1	['GO:0036293', 'GO:0071453']	4hr_Monosome_up	4.105219216571186
GO:BP	GO:0009751	response to salicylic acid	7.848393753122757e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a salicylic acid stimulus."" [GOC:jl]"	185	118	9	21925	0.07627118644067797	0.04864864864864865	query_1	['GO:1901700']	4hr_Monosome_up	4.105219216571186
GO:BP	GO:0071456	cellular response to hypoxia	7.848393753122757e-05	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level."" [GOC:mah]"	239	118	10	21925	0.0847457627118644	0.04184100418410042	query_1	['GO:0001666', 'GO:0033554', 'GO:0036294']	4hr_Monosome_up	4.105219216571186
GO:BP	GO:0033554	cellular response to stress	0.00012215173825810068	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]"	1085	118	20	21925	0.1694915254237288	0.018433179723502304	query_1	['GO:0006950', 'GO:0051716']	4hr_Monosome_up	3.9131003484979137
GO:BP	GO:0036293	response to decreased oxygen levels	0.00013210435912056761	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting a decline in the level of oxygen."" [GOC:al]"	270	118	10	21925	0.0847457627118644	0.037037037037037035	query_1	['GO:0070482']	4hr_Monosome_up	3.879082851493924
